,city,Latitude,Longitude,Temperature,Humidity,Cloudiness,WindSpeed
128,galdar,-32.548998396297975,109.99658054197386,57.43,66,33,13.58
129,saleaula,70.77522399476914,120.0610103799849,18.91,96,98,3.33
130,bethel,-59.09596240275091,53.333594322625714,32.05,89,100,33.98
131,maarianhamina,63.548552686522015,-46.2031590546091,-5.03,45,0,10.72
132,matane,88.31809458363799,-40.929465827840005,5.59,94,100,9.62
133,illoqqortoormiut,-22.956330662579603,-54.27339227018685,82.81,61,99,3.61
134,fort nelson,-5.340638859198634,-159.5161129645142,82.27,74,25,13.14
135,tiksi,58.960714744999535,52.80830398020592,34.57,92,96,9.01
136,vila franca do campo,-76.77281358406715,76.48721705765689,-58.49,81,0,10.99
137,bluff,-40.44125382039767,-90.34195763995837,52.03,92,92,16.46
138,lebu,-15.8978947186163,-170.66074883384093,80.29,83,38,20.39
139,mount gambier,-38.614510088846714,-154.03363794961936,50.95,77,75,22.38
140,avarua,36.387301773734706,-66.30977727027182,74.53,72,84,8.2
141,ribeira grande,26.864136807524048,68.05563932741788,87.31,20,0,6.81
142,atherton,77.83563116877593,-112.72770573292419,19.27,94,100,14.6
143,pachino,-83.35929840766175,-129.8116375677289,-7.01,82,100,13.57
144,alexandria,-28.347287992560453,-45.97999680930121,64.27,86,100,25.44
145,santiago del estero,-80.87192057293993,64.11110626833926,-67.13,100,93,11.42
146,toliary,83.26665101419098,60.94709401046293,2.89,98,74,4.31
147,flin flon,6.287784769659396,85.33666691129548,81.19,78,98,3.86
148,pangnirtung,23.19264020489186,2.0482132453724944,91.63,14,0,11.02
149,changde,-58.29660428090395,-83.17692045512966,39.07,88,100,25.15
150,ozernovskiy,-36.4757041678999,-174.81267830758281,60.67,82,47,15.35
151,mae chan,10.03316069506333,-22.04636210752483,81.73,75,4,10.35
152,akyab,-43.69839706142378,-101.32677516931643,48.61,84,98,20.9
153,paradwip,24.696273992584764,152.38835271792226,80.29,76,40,18.21
154,lompoc,-81.3478801717169,-57.158040558822094,-22.13,92,6,7.41
155,puerto maldonado,-85.28005498040537,-93.35731577776495,-43.37,77,71,7.25
156,asau,20.7595741478046,-136.57784562837188,74.53,80,0,15.87
157,klaksvik,13.648890990410536,-51.80423142120466,81.73,81,100,18.34
158,iqaluit,71.89762265898258,176.2873454464892,34.21,80,100,8.81
159,tura,48.70273038247737,-154.3282852696407,50.59,64,100,44.07
160,tuktoyaktuk,-15.123307721422961,-31.520803470375057,75.61,66,54,9.23
161,victoria,24.91289413948597,-119.82923113015048,68.41,76,36,15.14
162,rungata,-54.63284667696337,-114.68579007964112,40.87,64,78,38.18
163,naze,-71.03394641556518,-79.00062448073648,29.89,83,96,9.23
164,khandyga,63.07344210205062,-46.34192287622744,-1.07,45,0,15.68
165,netishyn,-60.34565022589831,126.31532522696199,25.75,87,100,19.49
166,havre-saint-pierre,-31.941926817350684,-6.083702144152852,63.73,91,0,18.94
167,barentsburg,-52.847729140740476,90.96302259369844,30.61,84,100,36.58
168,perth,-30.966060793997322,162.60081927338962,61.75,59,2,9.46
169,point fortin,-43.817382734388886,81.49637606191914,48.43,96,100,17.56
170,provideniya,-12.245270634721223,-108.1770808449906,71.47,70,64,19.55
171,saint-philippe,-78.87301537013583,125.00897168105627,-61.73,81,0,16.77
172,codrington,-4.999153904860989,-57.70365070510141,82.45,72,100,5.22
173,snezhnogorsk,-5.652095380597501,73.55459508572804,81.73,74,98,13.2
174,mys shmidta,72.25759668097933,5.997413581029065,39.61,76,96,9.32
175,esperance,14.75706636965964,23.66005291578773,86.23,35,100,10.64
176,port macquarie,37.70412019411103,41.85644781804734,60.67,29,59,4.27
177,banjar,-86.93004601727044,-113.64538993368572,-42.83,77,96,14.31
178,mantua,24.041379888164826,61.9548083684557,84.07,64,0,7.53
179,arraial do cabo,87.83877480189363,110.42274258408412,0.37,96,69,8.44
180,kulhudhuffushi,-76.36875664807665,-92.66437709232328,-5.75,96,99,6.3
181,sobolevo,40.52868423081321,-165.13808146106274,60.49,73,69,10.18
182,port elizabeth,29.08280718064198,-15.439507587874601,70.21,72,17,13.17
183,esmeraldas,-1.5463891205213969,-167.31488336256083,81.91,78,87,12.21
184,bonthe,61.8140486486229,-164.11401084325848,24.8,73,90,19.46
185,hualmay,-35.18644953879988,-72.54220302486094,54.55,81,4,6.13
186,linxia,58.6856983040708,20.635796961597407,52.21,87,100,21.94
187,umm lajj,48.804078294438455,-67.11883992998541,51.01,69,1,16.11
188,batemans bay,-71.4218031435746,46.396639799553725,-16.91,94,100,20.08
189,bengkulu,-59.78068316697558,-137.99063384599205,21.25,82,100,23.43
190,makueni,83.8589619120464,-33.770515919652695,10.09,79,14,7.72
191,fairbanks,-68.51585315547084,38.70191753232817,21.25,93,100,24.79
192,alofi,61.100767801389196,-122.32976323400328,29.17,93,100,3.3
193,shirokiy,87.07880362045955,128.67904095111567,-4.67,99,41,6.05
194,bandarban,37.771618663862284,-23.099251429710904,68.77,79,100,20.18
195,huilong,67.49351867413472,-111.35702674106399,17.11,81,95,7.17
196,nahrin,15.241234257902704,176.97015393651077,82.81,78,81,9.73
197,dunmore east,-27.00965016841355,-149.14912807323248,69.49,77,17,15.72
198,shediac,-86.216020348834,151.38199511434766,-39.23,94,100,12.42
199,namibe,-68.32285398304708,17.193847526787806,25.03,95,100,17.3
200,jalu,71.84283858844216,-158.38318485019326,35.65,72,64,18.64
201,san patricio,-33.58567466396012,-99.06017667057006,55.81,71,70,16.07
202,shuangcheng,-86.58595262082073,-117.73227199731684,-38.51,71,75,16.99
203,seekonk,-51.15119538850938,132.23225601766154,37.27,67,99,24.47
204,polyarnyy,-18.33402534447285,-160.9724516820998,75.43,79,98,16.85
205,bara,-72.3797187435765,-20.769954262417656,9.91,88,100,7.23
206,severo-kurilsk,36.395487385874205,-36.794267809998104,71.65,82,43,21.49
207,chokurdakh,-17.475742442737527,143.6418499233456,68.41,65,71,9.92
208,ust-kamchatsk,35.754740627716856,16.969848679399888,72.73,68,0,2.91
209,berdigestyakh,72.61448834794365,-26.28351803178583,-2.69,62,28,7.33
210,luderitz,23.23968284897387,-115.07841496575259,71.11,78,0,14.99
211,isiro,72.84471992030026,-154.00285940588236,31.87,76,75,12.89
212,santa luzia,-67.97647902734009,-95.76790492149463,31.51,98,100,19.59
213,upernavik,33.390418911761515,28.841877944062077,75.07,77,0,18.25
214,leiyang,-45.85998048454199,60.04446331598356,37.99,71,41,2.27
215,aklavik,-28.071798431920584,-17.8361469897564,69.67,70,41,15.92
216,sao joao da barra,-25.80937366152729,-62.93056669640376,56.17,67,99,8.93
217,moba,89.38621418361399,80.84211559254572,9.01,94,100,10.88
218,calama,-68.5449790214231,60.95698483846144,-7.73,60,100,15.96
219,grindavik,-23.848970628390603,43.07718938772089,76.69,71,0,34.56
220,pacific grove,64.51833719825717,-102.50028328559817,15.85,90,90,4.59
221,westport,57.41085009114042,130.98478582790096,14.95,95,94,2.13
222,isangel,69.70371338566727,-61.82504306556767,33.49,97,100,18.08
223,lasa,-79.23504753879624,-50.77296309199755,-15.83,92,0,8.49
224,saint-andre-avellin,28.92433127889963,112.0558925045749,60.85,63,96,9.54
225,hurghada,75.74426174448303,-37.08016298182994,-27.53,95,19,12.45
226,chuy,51.06744643936415,156.59545845782628,40.51,76,100,33.26
227,kabwe,20.11027665044888,99.24577211158521,75.2,88,40,1.19
228,san fernando,20.313440756660412,93.42316828683215,71.11,93,100,2.38
229,tsihombe,17.43602480321688,88.83112485716009,84.61,77,70,11.13
230,los llanos de aridane,7.674920112373471,140.6969448792325,83.35,69,0,2.37
231,nikolskoye,18.560083764993365,-133.6740709752287,76.69,83,99,18.4
232,matagami,-59.9002597130948,-90.65033410929442,38.71,92,100,37.92
233,samusu,-12.18628226040832,-68.746761278161,78.67,81,53,8.56
234,yokadouma,68.08605354101422,-40.67179475386237,-9.53,74,0,10.02
235,sur,-72.77147569335185,22.83573448682276,-21.05,80,100,24.22
236,saldanha,89.96964589124073,-98.61591294980828,9.01,94,100,10.13
237,mokhsogollokh,-82.77703052725595,80.00809145980321,-69.11,96,23,14.87
238,kisarawe,-10.179579320727015,176.86987379115476,82.99,68,42,8.92
239,castelnaudary,-4.712833385397502,-151.87163285600502,79.57,81,13,17.3
240,martapura,69.57725163377594,-7.074506179784635,41.77,68,0,7.92
241,labuhan,88.13880346953604,118.10278989165431,-0.89,96,61,8.19
242,astara,64.86052416779108,-77.24059958699887,30.79,75,100,10.47
243,hays,87.04961572531798,-146.02562569282685,9.37,95,99,10.91
244,preobrazheniye,67.27818489097092,96.07840540779256,29.53,98,100,1.24
245,ostrovnoy,83.907419361727,-121.91002363928075,5.05,98,96,7.54
246,glendive,-69.3230653392867,83.40550349634606,-35.45,62,0,19.39
247,valparaiso,-4.6998918426838685,55.99289711776814,78.8,88,75,3.36
248,norman wells,-2.6714283290719294,179.1980171248553,83.71,67,100,9.33
249,adre,29.357162929485085,130.78474354051832,76.15,81,84,22.48
250,sisimiut,-50.17759813995804,-84.50726118453842,41.41,88,100,15.95
251,loreto,64.0547634710993,134.18705320123894,3.25,82,73,3.38
252,brokopondo,50.4605048167233,26.719884722837094,57.25,64,93,9.07
253,kirakira,-47.49325756997799,-105.36906747144567,44.47,71,93,20.79
254,mnogovershinnyy,-87.97709549123516,50.313052030243824,-61.73,88,0,11.4
255,dickinson,57.71199976548391,-63.813333502954166,34.57,96,100,14.99
256,palmer,86.78797270091434,-0.8340651592765198,1.09,96,66,10.4
257,pontes e lacerda,-76.97397989286546,85.08655038257712,-62.09,98,77,9.69
258,tambo,-30.775093792442426,115.48589749031589,46.27,91,0,4.92
259,iskateley,-81.02093738666761,163.39313917072013,-17.45,62,81,4.07
260,palmeiras de goias,-88.22199192017379,-69.17460374130765,-51.83,81,0,16.45
261,eydhafushi,-37.986713187388816,-114.47756595566545,56.89,85,33,16.09
262,ahuimanu,-2.7601077797391724,-95.15623088257746,69.49,83,26,11.67
263,coquimbo,10.002101596174853,-61.80855757121719,89.01,64,85,3
264,borogontsy,-16.319516402923384,-163.8024171169047,77.77,82,9,19.62
265,brae,4.471077951259787,-174.39132788872087,81.55,79,100,9.87
266,cherskiy,9.094878004901744,-100.01473486621474,79.39,85,63,12.99
267,broken hill,-78.20181302707944,72.27235064220119,-60.11,69,0,14.01
268,mhango,44.94132986608213,-175.10408912681694,52.03,79,27,18.07
269,shenjiamen,74.96209792358778,4.9613791483085095,35.47,66,6,6.04
270,anori,85.36974716449012,-132.28861989611283,9.73,96,100,12.12
271,gorno-chuyskiy,-55.66695832896128,33.78270030298421,29.71,73,100,27.74
272,lata,1.5244962789534782,-156.18049462500935,80.47,69,59,11.03
273,alta floresta,-24.581115144123558,57.06076846470205,68.77,85,64,24.07
274,pokosnoye,-86.87259342461776,-152.66658501182792,-36.53,67,75,13.76
275,denpasar,89.49921547257975,61.51686848530716,9.73,94,100,11.09
276,kavieng,23.32514623881788,-57.54549220401532,81.91,69,100,9.71
277,darnah,75.25720316068819,-46.248289617778255,-17.81,98,100,13.17
278,eskasem,-78.69344109633398,-44.57231165858386,-9.71,80,79,16.05
279,praia da vitoria,-55.80209191258409,-118.761021039592,37.45,76,100,26.62
280,rubtsovsk,-73.37712524621547,161.8392578118632,-37.97,94,95,10.14
281,sao gabriel da cachoeira,-49.182343971600844,31.731527531656837,39.25,93,96,38.56
282,tanda,-57.549593394159906,103.87294705609958,29.35,95,100,22.03
283,berlevag,68.36086107525793,87.61469185398215,32.23,98,100,2.49
284,lloydminster,-85.91254072556872,62.682725340122204,-65.69,93,19,12.56
285,purpe,88.7439873208898,-178.0024023528328,4.51,97,89,9.49
286,vila,30.392550235221208,29.44397750727046,75.2,73,0,12.75
287,uruzgan,83.73181293644197,-132.38062115333008,6.67,97,100,14.38
288,teneguiban,-53.00996879946189,125.72945017833189,32.41,76,99,25.09
289,sorvag,-35.35172840124792,159.3585118647827,61.03,62,0,9.48
290,khvoynaya,74.31261096154313,98.66159436883856,1.99,98,59,4.97
291,yulara,21.914636790112482,25.31952335120414,79.03,17,0,9.97
292,deputatskiy,-8.319287619938962,107.09512980772558,76.87,86,86,17.49
293,tazovskiy,24.337103708794572,-85.4162668120464,82.63,79,8,14.5
294,pathein,-4.055816595629139,66.5870822133432,80.65,78,99,6.5
295,tuatapere,-46.94544209239462,-24.817571621850192,33.85,70,100,18.84
296,murwara,6.682059634490756,65.61671220490953,83.71,73,54,6.35
297,antofagasta,56.84147969382846,155.6563271460264,34.03,67,100,22.43
298,araouane,-45.53593991159006,26.636901736755192,48.43,89,100,39.78
299,nipawin,-22.901945827144914,2.8417678761750267,63.91,87,0,14.8
300,clyde river,1.1947774781248341,-79.48158748633297,80.6,83,75,9.17
301,el faiyum,1.2151906285314027,-19.22763554009697,79.57,81,0,12.33
302,golfito,-17.562773191593536,-90.5477965570561,65.71,73,68,14.19
303,camacha,7.559227221732428,167.19080718428864,84.79,71,100,11.03
304,bay roberts,33.82778674064848,101.2316076980818,20.89,76,45,1.17
305,bandrele,40.55379187144689,-152.21404100265553,63.91,76,68,24.87
306,talnakh,25.769300699086244,39.17932926873647,82.81,20,100,6.57
307,kalabo,-27.021000366093794,-149.95789748576553,68.23,83,42,11.35
308,tumannyy,-40.9602636916334,153.44967420454685,57.43,81,92,15.18
309,mikuni,-9.47698422249293,94.81569098144661,77.23,77,88,20.47
310,port lincoln,-47.32448402635451,-91.81642705690646,44.11,93,100,30.87
311,umzimvubu,-45.9974093833984,-12.176964983854305,35.11,76,99,15.37
312,bambous virieux,-71.88882950207494,159.0038304565295,-36.17,89,0,16.56
313,creel,23.933213032695406,-39.753836626580664,77.59,72,0,18.17
314,vilhena,-2.2201510250643963,37.772452925864854,75.97,52,0,10.64
315,gurupa,-19.50406833958415,90.41741395912652,72.91,79,38,21.22
316,kitsuki,65.66866797600531,-146.6970021376836,8.83,81,0,12.08
317,moncton,-23.621643267873765,-168.24043282545892,71.83,82,18,16.2
318,kahului,-48.32418129725734,168.2621059481536,48.07,90,100,1.57
319,talcahuano,-78.88930741414943,165.26731314094792,-17.99,55,91,12.05
320,kenai,64.93187352116811,147.7260957543234,7.39,96,100,3.95
321,geraldton,21.869337480104164,92.04587242277324,74.35,92,22,3.29
322,teguise,87.09286340604459,-120.20588320148048,10.99,94,100,11.26
323,zhanaozen,31.966055331824947,123.88892811638976,65.89,81,70,22.03
324,nanortalik,36.09735094870466,69.18739867188114,47.17,58,0,0.96
325,dunedin,50.90293192211658,-6.6500898150525245,56.89,87,100,26.63
326,east london,-85.93538874260679,-146.54640208557183,-18.17,86,100,4.24
327,makakilo city,73.805257448372,178.09962531584438,32.59,93,100,10.17
328,mouila,46.44036047310789,-64.7324744230339,57.2,62,40,12.75
329,conceicao do araguaia,-81.46868260626663,-178.59760905676407,-10.25,91,100,11.95
330,nizhniy tsasuchey,-21.461030377214385,-108.18172463525616,67.51,78,37,19.96
331,jishou,-13.586396680450463,10.18209475637454,70.75,83,0,14.75
332,chesterville,-74.34288575115812,149.57894099895435,-55.25,95,20,14.6
333,chiredzi,72.17430880737274,167.27666687324296,31.69,90,96,12.13
334,boyuibe,-71.67506378965055,-106.29268458537769,24.67,89,100,9.94
335,eldikan,-52.67377433265602,-128.22399638359337,37.45,74,100,27.77
336,pinheiro,26.90478193551185,23.18005246354653,82.81,26,27,12.84
337,price,-56.95346320583476,121.93935079499221,28.81,81,100,24.3
338,mount isa,-12.914718252586752,2.149999038985868,66.61,87,100,12.51
339,wagar,8.466603719390747,-138.38641604129157,81.37,79,100,10.84
340,longyearbyen,12.24841515751531,-108.58768174257585,81.55,79,64,9.47
341,sentyabrskiy,44.954438695439364,126.12568868441309,39.43,33,4,6.74
342,caibarien,41.835306926381605,-71.33631698617106,63,41,1,5.82
343,olafsvik,-21.17634027232458,-141.73221847860208,75.25,87,31,10.91
344,plettenberg bay,71.25059876980296,-43.04820262561225,-18.71,94,2,8.34
345,mao,81.65222004324394,-2.0092975443302237,11.17,94,93,9.05
346,stromness,-69.86176528695181,-77.96449046098279,32.23,92,100,7.4
347,riverton,71.20617612512655,34.70316206492652,38.89,73,100,4.06
348,prince rupert,-89.26792994219223,-90.29240759738903,-55.97,80,26,8.16
349,simao,-20.325319221355528,-17.758373592858504,69.67,76,56,8.45
350,pisco,79.32866599701188,-34.944947772038546,-7.55,83,39,21.7
351,tamandare,15.988780144395648,29.105489853455254,86.59,45,74,8.25
352,rio gallegos,-37.203706901475954,-26.379950312359625,52.03,64,36,30.6
353,caravelas,51.6741261769896,152.5501780648167,41.23,70,100,31.44
354,rusape,-72.57281634782512,-4.306419216314254,-5.39,73,100,12.64
355,hovd,77.11584760478749,152.45831709454893,27.91,89,100,12.17
356,one hundred mile house,34.26915504615076,-41.43231482419736,73.81,73,6,15.98
357,avera,-75.38741004790138,0.962057202146525,-28.61,91,30,22.53
358,gao,-69.59066454915639,72.74523716299385,-12.95,77,0,23.93
359,portland,45.127081694406456,-19.25764283928811,57.61,81,100,19.8
360,wanning,52.79698620187713,162.35683774430026,41.95,55,0,31.89
361,pirdop,62.13322295304195,126.18262722447025,16.03,98,91,4.85
362,mizdah,-28.30203436841142,7.98365014780353,63.01,86,0,12.4
363,menongue,2.8725707669277654,27.343246366093467,69.67,97,100,2.51
364,camabatela,-7.558300576007824,-47.11168946664125,93.2,49,97,3.36
365,attawapiskat,-33.83872725915853,-177.44704942590658,61.21,81,1,22.93
366,port hedland,85.92145971476839,-50.13990006431786,10.09,89,100,6.95
367,higuey,-19.055228231363415,-1.415839675025751,65.17,86,50,14.63
368,salalah,-34.22204219190085,-19.21073829823922,55.09,80,100,23.88
369,hammerfest,26.783254423062516,113.06832389176964,61.03,74,49,6.13
370,bereda,68.211146991085,-140.47847369965982,15.13,82,2,3.37
371,lagoa,-31.145589979371834,-23.52326697273415,61.03,83,73,23.78
372,carnarvon,2.4646577902387747,-166.57276115820068,82.27,75,100,12.14
373,olpad,6.713407688456712,-146.2779840674101,80.83,75,63,12.32
374,nguiu,-66.95299432908438,-75.31333747587647,33.31,93,100,19.69
375,haibowan,-72.25490251526199,-67.57480584489402,24.67,94,100,11.53
376,kanye,-7.151020791301079,29.293185441468893,72.01,54,1,3.3
377,shiringushi,-68.47583357401942,96.86053656465418,-34.37,96,100,22.61
378,bireun,69.76033129226593,-5.970509325054621,42.31,70,0,6.79
379,ajaccio,-22.75704655870436,-69.56602235394824,87.31,5,0,10.91
380,rudnyy,58.509281983967355,-22.79410278673234,48.25,76,77,25.11
